,Accuracy,AUC,Precision,Recall,accuracy_std,auc_std,precision_std,recall_std
20,0.7790406059330948,0.8357961057090352,0.7889661494002184,0.9208304418228082,0.022698491194378608,0.02024541325899492,0.024909318429968023,0.03154757510521305
21,0.7728130681297103,0.8415012008374365,0.7896274848790539,0.90558639833449,0.01578598945965139,0.01521080670828088,0.015667583824549136,0.027616782966462586
22,0.7780044452356677,0.836585211266151,0.7881916698367019,0.9192805921813555,0.01881611692230374,0.015557675345807207,0.0188693746461073,0.02891474438821779
23,0.773907167942514,0.8468528073698636,0.7871349199397992,0.9147120055517002,0.019119333046107054,0.018574680773897224,0.02730704019610215,0.02491985300532436
24,0.7698254273953832,0.8417191025462734,0.7815633130046427,0.9177538746241035,0.017579231048244437,0.01584753510333808,0.02595383628637065,0.024944400168680467
25,0.7841532743152773,0.8395992337726593,0.7992535117643683,0.9101434189220449,0.025600224087489465,0.015411181649757836,0.02295126717429805,0.033691791302265565
26,0.7748959631433858,0.8376744573369097,0.7877897499410238,0.9146773074253989,0.017981301762546215,0.020653003000662494,0.02097909572462385,0.03915916839921092
27,0.7769682305912056,0.8414170142790134,0.7929283474500044,0.9101318528799446,0.014145621741486326,0.01829521629885897,0.02803548941693685,0.0360543049143981
28,0.7759321777878478,0.8394888328601354,0.7869667228006084,0.9177538746241035,0.013934679063858825,0.019173968382669576,0.01757051425238426,0.030382968939534353
29,0.7728445192509994,0.8380456349206348,0.7861487675095808,0.9131968540365486,0.017902151819757295,0.017023595413532287,0.02067417510984861,0.024985167495186804
30,0.774906482815172,0.8375503676463838,0.7895992990436939,0.9101549849641453,0.018443105771508112,0.019915392852526744,0.01836205340663411,0.0303583951941805
31,0.771845312272411,0.8421716411548233,0.7850895781290401,0.9132431182049501,0.016388340693470255,0.014640141750475068,0.019137811832930493,0.02487808068415899
32,0.7800978599211295,0.8459346896697804,0.7890329408691568,0.9223687254221605,0.016469089768540487,0.017927198434627745,0.021319685434872056,0.02833027820282267
33,0.769735929264648,0.8385187239075597,0.7853545347298465,0.9085820032384918,0.022858401006569336,0.022406860391492728,0.020416362961405032,0.04108733532565721
34,0.7677372995193319,0.8400719727950167,0.7827087477913006,0.9101665510062457,0.0116687276184698,0.014875625530911075,0.019839293269508094,0.02710354826483417
35,0.7790406598801297,0.837139576655321,0.7881767354457339,0.9223108952116587,0.021274329110581622,0.020810792795308664,0.025088396571123127,0.022476888084275084
36,0.7749328089681551,0.8425963446717265,0.7835688779901459,0.9223687254221605,0.007207531000658512,0.01690177461297053,0.01447559018310877,0.02475820931250185
37,0.7687735681108288,0.839798527119615,0.7788672635144744,0.9193152903076568,0.010377089570072648,0.02100092612315954,0.01386227323175261,0.023470756954632514
